Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
 Núi Thành,Hòa Cường Bắc,hải châu,5.1,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.03194,108.22279"
 Nguyễn Phước Lan,Hòa Xuân,cẩm lệ,4.4,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.01921,108.22935"
 Lê Văn Tâm,Khuê Mỹ,ngũ hành sơn,4.3,90,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,1,"16.01991,108.25572"
 Hóa Mỹ,Khuê Trung,cẩm lệ,2.45,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,1,"16.03008,108.21299"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,3.15,6,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.05375,108.21903"
 Cù Chính Lan,Hòa Khê,thanh khê,3.3,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.0714016,108.19120789"
 Lê Văn Hưu,Mỹ An,ngũ hành sơn,5,186,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.04094,108.23881"
 Trần Đức Thảo,Hòa Cường Nam,hải châu,5.15,120,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.03412,108.21587"
 Ca Văn Thỉnh,Hòa Cường Nam,hải châu,5.2,95,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,4,"16.075243,108.22414398"
 Hà Bổng,An Hải Bắc,sơn trà,,97,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,4,"16.06664,108.24441"
 Phan Chu Trinh,Bình Thuận,hải châu,2.15,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.05703,108.21882"
 Nguyễn Tri Phương,Bình Thuận,hải châu,3.15,65,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.05232,108.21081"
 Tạ Hiện,Hòa Cường Bắc,hải châu,3.5,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.04203,108.21828"
 Hóa Mỹ,Khuê Trung,cẩm lệ,2.65,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,15,1,"16.03008,108.21299"
 Hồ Nguyên Trừng,Khuê Trung,cẩm lệ,2.65,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,15,1,"16.03076,108.21161"
 Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4,100,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.03954,108.21035"
 Lê Đình Lý,Hòa Thuận Tây,hải châu,3.15,5,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.0516,108.20992"
 Phan Chu Trinh,Bình Thuận,hải châu,3.8,96,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,,3,"16.05703,108.21882"
 Tống Phước Phổ,Hòa Cường Bắc,hải châu,6,,Không,Nhà mặt tiền,Không có,,,3,"16.04524,108.22224"
 Nguyễn Văn Linh,Nam Dương,hải châu,4.15,66,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.06072,108.21685"
 Tống Phước Phổ,Hòa Cường Bắc,hải châu,5.1,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,3,"16.04524,108.22224"
 Hoài Thanh,Mỹ An,ngũ hành sơn,6,85,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,5,"16.04427,108.23848"
 Trưng Nữ Vương,Hòa Thuận Đông,hải châu,3.1,55,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,,3,"16.05375,108.21903"
 Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,3.6,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.5,,2,"16.04274,108.21396"
 Hoàng Diệu,Bình Thuận,hải châu,3.8,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,,3,"16.05467,108.21737"
 Khuê Mỹ Đông 15,Mỹ An,ngũ hành sơn,15,10,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,17,6,"16.03874,108.24676"
 Hoàng Hoa Thám,Tân Chính,thanh khê,1.35,3,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.06942,108.20977"
 Lê Duẩn,Hải Châu I,hải châu,75,15,Không,Nhà mặt tiền,Không có,10,22,1,"16.07148,108.22157"
 Thái Phiên,Hải Châu I,hải châu,12,40,Không,Nhà mặt tiền,Không có,6,9,5,"16.06509,108.22165"
 2/9,Bình Hiên,hải châu,42.5,18,Không,Nhà mặt tiền,Không có,9,20,1,"16.08311,108.22194"
 Hùng Vương,Vĩnh Trung,thanh khê,35,85,Không,Nhà mặt tiền,Không có,9,9,3,"16.06689,108.21214"
 Nguyễn Văn Linh,Thạc Gián,thanh khê,,745,Không,Nhà mặt tiền,Không có,18.5,60,3,"16.05947,108.20843"
 Lê Duẩn,Hải Châu I,hải châu,27,100,Không,Nhà mặt tiền,Không có,4.6,20,4,"16.07148,108.22157"
 Lý Thường Kiệt,Hải Châu I,hải châu,51,41,Không,Nhà mặt tiền,Không có,18,17,4,"16.08023,108.22087"
 Nguyễn Văn Linh,Hải Châu I,hải châu,29.9,75,Không,Nhà mặt tiền,Không có,5,16,1,"16.06072,108.21685"
 Nguyễn Văn Linh,Nam Dương,hải châu,29.9,105,Không,Nhà mặt tiền,Không có,5,21,5,"16.06072,108.21685"
 Nguyễn Văn Linh,Nam Dương,hải châu,75,10,Không,Nhà mặt tiền,Không có,9,22,3,"16.06072,108.21685"
 Hàm Nghi,Thạc Gián,thanh khê,54,7,Không,Nhà mặt tiền,Không có,9,23,5,"16.06295,108.21069"
 Nguyễn Thái Học,Phước Ninh,hải châu,30.5,110,Không,Nhà mặt tiền,Không có,5,21,4,"16.06818,108.22265"
 Hàm Nghi,Vĩnh Trung,thanh khê,14.5,60,Không,Nhà mặt tiền,Không có,4.3,14,3,"16.06295,108.21069"
 Núi Thành,Hòa Cường Bắc,hải châu,27.5,19,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,8.5,26,4,"16.03194,108.22279"
 Phạm Hùng,Hòa Xuân,cẩm lệ,6.95,107,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,21.5,2,"16.00192,108.207"
 Lê Thanh Nghị,Hòa Cường Bắc,hải châu,12.5,81,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18,3,"16.03029,108.21903"
 Thanh Lương 15,Hòa Xuân,cẩm lệ,4.1,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.0086,108.21612"
 Lê Quảng Chí,Hòa Xuân,cẩm lệ,7.75,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.00149,108.21537"
 Thanh Lương 21,Hòa Xuân,cẩm lệ,5.2,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.02157,108.20994"
 Tân An 2,Hòa Cường Bắc,hải châu,5.6,74,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.5,3,"16.03867,108.21342"
 Hà Bồng,Hòa Xuân,cẩm lệ,5.5,100,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.0211,108.20662"
 Hoàng Ngọc Phách,Khuê Trung,cẩm lệ,4.1,95,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,19.5,2,"16.01482,108.20876"
 Lê Văn Thứ,Mân Thái,sơn trà,7,90,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,9,10,3,"16.08525,108.24438"
 Phạm Hùng,Hòa Xuân,cẩm lệ,6.2,107,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5,20.5,3,"16.00192,108.207"
 Ngô Văn Sở,Hòa Khánh Nam,liên chiểu,17,50,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,10,25,2,"16.06828,108.14927"
 Ngô Văn Sở,Hòa Khánh Nam,liên chiểu,18,50,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,25,2,"16.06828,108.14927"
 Nguyễn Nhàn,Khuê Trung,cẩm lệ,4.4,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,16,1,"16.01108,108.19622"
 Dương Đình Nghệ,An Hải Bắc,sơn trà,30,191,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9,20,3,"16.06888,108.24414"
 Xô Viết Nghệ Tĩnh,Khuê Trung,cẩm lệ,14,94,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,18.5,4,"16.03153,108.21205"
 Trịnh Đình Thảo,Khuê Trung,cẩm lệ,8.6,101,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.02612,108.21232"
 Xô Viết Nghệ Tĩnh,Khuê Trung,cẩm lệ,14,94,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,19,3,"16.03153,108.21205"
 Mạc Cửu,Khuê Mỹ,ngũ hành sơn,5.9,100,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.02598,108.24149"
 Nguyễn Văn Linh,Thạc Gián,thanh khê,61,10,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,9,22.2,4,"16.05947,108.20843"
 Hồ Nguyên Trừng,Hòa Cường Nam,hải châu,6.2,90,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,3,"16.03157,108.21888"
 Hoàng Dư Khương,Khuê Trung,cẩm lệ,5.8,117,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5,23,3,"16.0267,108.212"
 Nguyễn Sơn,Hòa Cường Nam,hải châu,12,127,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7,19,2,"16.03095,108.22963"
 Tú Quỳ,Hòa Minh,liên chiểu,3.55,85,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,2,"16.0528,108.1681"
 Nguyễn Nhàn,Hòa Xuân,cẩm lệ,2.15,94,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,,,1,"16.01108,108.19622"
 Triệu Quốc Đạt,Hòa Thọ Đông,cẩm lệ,2.35,78,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6,13,2,"16.0165,108.1989"
 29/3,Hòa Xuân,cẩm lệ,7.65,116,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5,23,1,"16.01893,108.19851"
 Trường Chinh,Hòa An,cẩm lệ,2.99,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,2,"16.00735,108.19196"
 Đinh Tiên Hoàng,Tam Thuận,thanh khê,3.8,100,Không,Nhà trong hẻm,Không có,5,20,2,"16.07516,108.20869"
 Hoàng Diệu,Bình Thuận,hải châu,2.4,70,Không,Nhà trong hẻm,Không có,7,7,2,"16.05467,108.21737"
 Cẩm Toại Trung,Xã Hòa Phong,hòa vang,1.48,43,Không,Nhà trong hẻm,Giấy tờ hợp lệ,13.5,18,1,"13.4233942,108.25662231"
 Lê Trọng Tấn,Hòa Phát,cẩm lệ,2.4,65,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,15,2,"16.03512,108.18029"
 Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,5.4,100,Không,Nhà trong hẻm,Không có,5,20,3,"16.05255,108.20845"
 Tiểu La,Hòa Cường Bắc,hải châu,4.1,90,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,20,2,"16.04649,108.22182"
 Cù Chính Lan,Hòa Khê,thanh khê,2.25,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,15,2,"16.0714016,108.19120789"
 Hoàng Sĩ Khải,An Hải Bắc,sơn trà,3.9,75,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,15,2,"16.07566,108.23193"
 Ngô Quyền,Thọ Quang,sơn trà,2.65,75,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7,12,2,"16.09631,108.24529"
 Hoàng Diệu,Bình Hiên,hải châu,4.2,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,15,4,"16.05467,108.21737"
 Núi Thành,Hòa Cường Bắc,hải châu,4.6,75,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,15,4,"16.03194,108.22279"
 Hà Huy Tập,An Khê,thanh khê,2.8,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,15,2,"16.0704,108.19171"
 Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,4.8,100,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,20,3,"16.05255,108.20845"
 Phan Thanh,Hải Châu I,hải châu,3.1,60,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,15,2,"16.05403,108.22089"
 Nguyễn Đình Tứ,Hòa Minh,liên chiểu,3.2,1,Không,Nhà trong hẻm,Không có,7,18,1,"16.04884,108.17124"
 Nguyễn Văn Linh,Hải Châu I,hải châu,3.35,75,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,15,2,"16.06072,108.21685"
 Nguyễn Văn Linh,Nam Dương,hải châu,4.15,66,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,15,3,"16.06072,108.21685"
 Tôn Đức Thắng,Hòa Khánh Bắc,liên chiểu,3.2,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,17,2,"16.07067,108.15084"
 Núi Thành,Hòa Cường Bắc,hải châu,4.5,100,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,15,3,"16.03194,108.22279"
 Cù Chính Lan,Hòa Khê,thanh khê,3.6,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,15,2,"16.0714016,108.19120789"
 Trần Cao Vân,An Khê,thanh khê,4.15,80,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,17,3,"16.0738,108.20758"
 Núi Thành,Hòa Cường Bắc,hải châu,4.4,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,15,3,"16.03194,108.22279"
 Tôn Đản,Hòa Phát,cẩm lệ,3.8,100,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,20,3,"16.04509,108.18114"
 Trần Cao Vân,Thạc Gián,thanh khê,3.6,40,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,10,3,"16.0738,108.20758"
 Tiểu La,Hòa Cường Nam,hải châu,3.9,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4,13,4,"16.04649,108.22182"
 Tiểu La,Hòa Cường Bắc,hải châu,3.35,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,12,3,"16.04649,108.22182"
 Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,4.3,50,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,12,4,"16.04274,108.21396"
 Tô Hiệu,Hòa Minh,liên chiểu,3,65,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,13,2,"16.06424,108.16672"
 Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,3,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,14,2,"16.01108,108.19622"
 Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,3,70,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5,14,2,"16.01108,108.19622"
 Hoàng Diệu,Hải Châu I,hải châu,16.5,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.05467,108.21737"
 Bế Văn Đàn,Chính Gián,thanh khê,7.4,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.06502,108.19853"
 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,5.1,95,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,14,3,"16.05375,108.21903"
 Nguyễn Phước Nguyên,An Khê,thanh khê,4.8,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.05452,108.18347"
 Nguyễn Tri Phương,Hải Châu I,hải châu,14.5,150,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,30,4,"16.05232,108.21081"
 Phạm Hùng,Hòa Xuân,cẩm lệ,6.5,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,24,1,"16.00192,108.207"
 Lê Hữu Trác,An Hải Đông,sơn trà,8.5,190,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,27,3,"16.05862,108.23956"
 Lê Thước,Phước Mỹ,sơn trà,40,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,17,12,8,"16.07695,108.24349"
 Trường Chinh,Hòa Phát,cẩm lệ,6.5,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,24,1,"16.00735,108.19196"
 Vũ Quỳnh,Thanh Khê Tây,thanh khê,3.85,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,1,"16.07717,108.17347"
 Ngô Quyền,An Hải Bắc,sơn trà,9.9,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,2,"16.09631,108.24529"
 Vũ Lăng,Hòa Phát,cẩm lệ,5.9,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9,9,4,"15.97871,108.21611"
 Trần Cao Vân,Tam Thuận,thanh khê,10,93,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,15,4,"16.0738,108.20758"
 Phùng Chí Kiên,Hòa Minh,liên chiểu,5.5,75,Không,Nhà mặt tiền,Không có,5,15,3,"16.07763,108.16537"
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,7.5,195,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,39,2,"16.08075,108.14674"
 Hòa An 8,Hòa An,cẩm lệ,3,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.05876,108.17509"
 Phước Trường 12,An Hải Bắc,sơn trà,6.8,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.07788,108.24183"
 Thanh Lương 10,Hòa Xuân,cẩm lệ,4.9,400,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.00666,108.21903"
 An Thượng 16,Mỹ An,ngũ hành sơn,5,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,2,"16.04784,108.2418"
 An Thượng 37,Mỹ An,ngũ hành sơn,11.8,65,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,5,"16.04693,108.24217"
 An Thượng 10,Mỹ An,ngũ hành sơn,8.2,100,Không,Nhà mặt tiền,Không có,,18,,"16.04825,108.2428"
 Nguyễn Quý Đức,Khuê Trung,cẩm lệ,4.6,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.01761,108.20814"
 Bàu Tràm 2,Hòa Cường Bắc,hải châu,5.7,85,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,2,"16.03293678,108.21136968"
 Tiên Sơn 8,Hòa Cường Nam,hải châu,7.2,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.03654,108.22015"
 An Thượng 18,Mỹ An,ngũ hành sơn,4.1,60,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,5,"16.04836,108.24055"
 Nguyễn Thanh Năm,An Khê,thanh khê,6.9,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,10,4,"16.03579,108.19075"
 Trường Chinh,Hòa An,cẩm lệ,3.3,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,18,2,"16.00735,108.19196"
 Ngô Quyền,An Hải Bắc,sơn trà,15,153,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6,27,3,"16.09631,108.24529"
 Tiên Sơn 10,Hòa Cường Nam,hải châu,6.5,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,14,7,1,"16.03438,108.22172"
 Hoàng Đức Lương,An Hải Bắc,sơn trà,11,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,5,"16.07525,108.23292"
 Huỳnh Tịnh Của,Xã Hòa Châu,hòa vang,2.9,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"15.98954,108.20657"
 Huỳnh Thị Bảo Hòa,Hòa Khánh Nam,liên chiểu,3.5,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.05185,108.17088"
 Lưu Nhân Chú,Khuê Trung,cẩm lệ,4.7,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.02025,108.20802"
 Tôn Đức Thắng,Hòa Khánh Bắc,liên chiểu,25,313,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,48,4,"16.07067,108.15084"
 Hóa Mỹ,Khuê Trung,cẩm lệ,4.7,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,2,"16.03008,108.21299"
 Nguyễn Thuật,Hòa An,cẩm lệ,4.6,125,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,3,"16.0521,108.17708"
 Hoà Minh 15,Hòa Minh,liên chiểu,5.2,75,Không,Nhà mặt tiền,Không có,5,15,3,"16.07962,108.16033"
 Phước Lý 6,Hòa Minh,liên chiểu,3.5,105,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.12865,108.1218"
 Lý Triện,An Khê,thanh khê,6.6,105,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,22,3,"16.05945,108.18524"
 Thanh Lương 8,Hòa Xuân,cẩm lệ,5.7,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.00671,108.21899"
 Nguyễn Phước Nguyên,An Khê,thanh khê,4.8,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.05452,108.18347"
 Nguyễn Tri Phương,Hải Châu I,hải châu,14.5,150,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,30,4,"16.05232,108.21081"
 Phạm Hùng,Hòa Xuân,cẩm lệ,6.5,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,24,1,"16.00192,108.207"
 Lê Hữu Trác,An Hải Đông,sơn trà,8.5,190,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,27,3,"16.05862,108.23956"
 Lê Thước,Phước Mỹ,sơn trà,40,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,17,12,8,"16.07695,108.24349"
 Trường Chinh,Hòa Phát,cẩm lệ,6.5,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,24,1,"16.00735,108.19196"
 Vũ Quỳnh,Thanh Khê Tây,thanh khê,3.85,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,15,1,"16.07717,108.17347"
 Ngô Quyền,An Hải Bắc,sơn trà,9.9,120,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,25,2,"16.09631,108.24529"
 Vũ Lăng,Hòa Phát,cẩm lệ,5.9,80,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9,9,4,"15.97871,108.21611"
 Phùng Chí Kiên,Hòa Minh,liên chiểu,5.5,75,Không,Nhà mặt tiền,Không có,5,15,3,"16.07763,108.16537"
 Trần Cao Vân,Tam Thuận,thanh khê,10,93,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7,15,4,"16.0738,108.20758"
 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,7.5,195,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,39,2,"16.08075,108.14674"
 Hòa An 8,Hòa An,cẩm lệ,3,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.05876,108.17509"
 Phước Trường 12,An Hải Bắc,sơn trà,6.8,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.07788,108.24183"
 Thanh Lương 10,Hòa Xuân,cẩm lệ,4.9,400,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,3,"16.00666,108.21903"
 An Thượng 16,Mỹ An,ngũ hành sơn,5,70,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,2,"16.04784,108.2418"
 An Thượng 37,Mỹ An,ngũ hành sơn,11.8,65,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15,5,"16.04693,108.24217"
 An Thượng 10,Mỹ An,ngũ hành sơn,8.2,100,Không,Nhà mặt tiền,Không có,,18,,"16.04825,108.2428"
 Nguyễn Quý Đức,Khuê Trung,cẩm lệ,4.6,100,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,20,2,"16.01761,108.20814"
 Bàu Tràm 2,Hòa Cường Bắc,hải châu,5.7,85,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5,17,2,"16.03293678,108.21136968"
 Nguyễn Thanh Năm,An Khê,thanh khê,6.9,90,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10,10,4,"16.03579,108.19075"
